Dataset,Row ID,text,TARGET,MIGRANTS,POC,LGBT+,MUSLIMS,WOMEN,JEWS,other,DISABLED
Multi_CONAN_Counterspeech,899,"Jews are not inherently evil, as many normal people they simply lack the very beliefs that many anti-Semites hold.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,8097,"Even if it were true, the practice of 'perversion' is not exclusive to homosexuals. Anyone can be a ""pervert"", even heterosexual people. Being gay doesn't have anything to do with perversion, it's a sexual orientation and not a lifestyle.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1278,"Actually, only the 7.7% of British population is born in a non-European state.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2412,"There are more than two million Muslims in the UK, and Muslims are a very important part of our country for many reasons, not least because of our tradition of welcoming and supporting people of different faiths and cultures. Isn't that what has made Britain great?",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2514,"Do you consider this statement a true one? I wouldn't go as far as to say that all homophobes are in need of therapy, would you?",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4565,Don't you think they are doing just as good as anyone else? You can't be so harsh because of their sexual orientation. How about some respect?,LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2570,"Women are just as capable of thinking for themselves, that's for sure.",WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4285,What are children going to learn in schools exactly?,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1367,Christianity is not necessarily the only true faith.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6135,"as a matter of fact, people aren't a threat just because of their skin colour.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1683,"There are some examples of non-peaceful groups in Islam: for example ISIL, a group that has carried out a lot of terrorist attacks and killed many people. However, I don't think they represent all Muslims and I definitely don't think that peaceful Muslims can't exist too.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3230,"Migrants are welcome here, regardless of their origin.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8048,"Muslims don't create problems, they are just as capable of being good human beings as other people.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6437,"Immigration is not a problem, it's a solution. We're better off with it. The British people has always been a mixture of cultures and mixing is better!",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3743,"As a matter of fact, we couldn't manage without immigrants. Most of our NHS staff are immigrants. The health system would collapse without migrant workers.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2441,Islam is an ideology of peaceful coexistence and coexistence of peoples.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1941,"Muslim communities are under-represented in politics, especially in the House of Lords. It is high time that we stop talking about invasion and try to be more representative of the communities we claim to represent.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7036,"The notion that black people are parasites is completely untrue. Blacks are simply people living their life, and this must be respected.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3546,What does it mean to 'help people of other races who are inferior? Are you implying that we have a moral superiority that other races do not?,['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,329,"There's more migrants yes but there's also more wealth inequality there, deprived inner city communities where gangs operate and young people don't have many opportunities. Maybe that has more to do with it than migrants?",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1923,Only a very small number of extremists that see Islam through a narrow keyhole of self-righteousness support the concept of takfirism. We cannot associate this with all of the believers.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4397,"We should not categorize people from other cultures, religions and nationalities as 'the best' or 'the worst'. I think it's more useful to think of all people as 'human beings'.",other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,627,On the contrary: believing that all humans are created equal is beneficial for humanity.,other,0,0,0,0,0,0,1.0,0.0
DIALO_CONAN_Counterspeech,7790,"Our country has always been a safe haven for people of all backgrounds, and we should be proud of this diversity. It doesn't make us less safe.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4478,"Children in drag and sexualization of children aren't linked, why do you think that?",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6629,"I bet that you say this not because Jews have done something bad, but because of an unrooted prejudice, which doesn't bring anything useful or positive to society.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6035,Our world is complex and multifaceted. It's easier to blame one group for everything rather than study hard and try to understand this complexity.,['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,4424,"Islam is not a religion of child molesters, why would it be?",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6794,"The gay community has helped shape our country, and it is our responsibility to ensure that all people of different sexual orientations are treated the same way.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1876,Jews have been part of our country since its creation and have always had a place here. Why would they be 'not welcome'?,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7005,"Migrants are welcome here, aren't they part of our culture after all?",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4661,"There are many different races, and it is not possible to consider someone ""inferior"" based on skin color.",POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2084,This is simply not true. People from all walks of life and religions can choose a 'materialistic lifestyle' and this is just as real for Jews as it is for anyone else.,JEWS,0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,3851,Children with a disability should be accepted without discrimination.,DISABLED,0,0,0,0,0,0,0.0,1.0
Multi_CONAN_Counterspeech,1167,A religion which is praticed in a non extremist way can't kill any culture and can't damage the world.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5379,"This is not true. Muslims are human beings with human rights, and despite that they are still persecuted in many non Muslim countries.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,296,If youre against halal slaughter I assume youre against all animal cruelty and slaughter?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,299,"I question how reliable those articles are, make sure you fact check things like this before repeating it!",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8109,"If you don't like immigrants, maybe you can try to see what it means to leave. This country does not tolerate intolerance.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,210,Why does it bother you?,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2308,Asking people to assimilate is to accept their inherent differences and create new social structures based upon them.,other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,3370,Immigrants do not take our jobs. They work as legal employees and their presence in the country nourishes the economy.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6313,"The discrimination against the LGBT+ population can come from colleagues or even family, it is difficult to ignore, and the consequences are devastating.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1090,"Not all black people are criminals. Just because a group has an undesirable name, does not mean they are all criminal.",POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1642,Same sex relationships do not need to be practiced by the majority of people. They just need to be accepted.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5523,"Why do you say they're not normal, and what kind of threat are they posing? They only have a particular sexual orientation, there's nothing threatening about it.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,707,"It should be mandatory to treat prisoners with respect and with the corresponding rights. We are in the 21st century, it is a duty.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3579,Most migrants come here to work.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8111,Women are not dangerous. Their rights are guaranteed by the Constitution and we have to respect that.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,754,"Many people, myself included, have never had negative experiences with people of colour.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3493,"Feminism is about full participation in the decision making process, and giving people a voice, not stifling their voices.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,2385,"Muslims have been a part of European society for centuries, and their presence is strong evidence of that.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,355,"No one is forcing kids to transition, if a child feels like they are transgender then actually being able to medically transition with hormones is not a decision ever taken lightly, and it's a long and stressful process involving consultation from many medical and psychological professionals.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6689,"The gay community is a complex and integrated community, and it is important to know that they are not a problem.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5699,"There is no justification to hold such retrograde ideas in our age and era, when information is so readily available.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4711,"According to evolutionary theory, all humans descended from apes. Unfortunately, ideas about evolutionary hierarchy are still being exploited to excuse past and present discrimination and prejudice.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2326,"I could give you the benefit of the doubt. But this is just an example of a fear of something you are unfamiliar with. Homosexuality is about love, not hate.",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6411,I don't know what you are referring to. I believe that any person has the right to choose their own life.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2788,"Gay people are not a danger to children, unless they are being abused. Please do not make such a statement.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,470,"If you don't think it's fine for your family to see, then you don't think it's fine. What is it about gay people that you don't want to 'expose' to your family?",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1981,It is estimated that over the 50% of people committing domestic abuse were drunk. It's a complex issue but two things I know for sure: a drunk person is in no position to judge anyone's behaviour and beating a person is ALWAYS wrong.,WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,1282,You're not a champion of the right to freedom of expression then?,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6359,The Nazis were right?! I can't believe this...,['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,4885,What right do you have to judge other human beings? I ask because I don't think it's something you should be concerned about.,WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,1379,Muslims have the same rights as anyone else.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1303,I am sure you do not mean what you say: it is extremely discriminatory.,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,4406,"That's a massive leap to make, which I don't think has any solid ground. Moreover, the benefits of immigration are a lot higher than the disadvantages, like for example contribute to the workforce and the economy.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,2265,"The fact is that even if Jews are different from other human beings in their faith, they deserve respect.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6577,"That's not true. Why would that be true, is it because they are often associated with evil?",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,1834,Immigrants are not invading our country. They are just trying to live their life as is best for them.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2935,You are repeating the same myths that have been used to justify anti-Muslim prejudice for decades. We must start by talking honestly about the root causes of these problems.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7182,"If a person entering the UK has a disease, they will be admitted in a hospital and treated, so there's no reason to fear this.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4907,"According to this study [link], the mean IQ of a young adult with Down syndrome is 50, equivalent to the mental ability of an 8- or 9-year-old child, but this can vary widely. So, no, they are not dumb.",DISABLED,0,0,0,0,0,0,0.0,1.0
DIALO_CONAN_Counterspeech,890,"There are different skin tones, so there is no such thing as a race.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5645,African people are able to feel pain like any other person. We should respect their bodies like ours.,['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1623,"Islam is a religion, and it is not a religion that promotes these actions.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3190,Women are human beings with human rights. They have the same responsibilities as any other human beings.,WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,5510,"Hate speech is still directed at people from different ethnic backgrounds, and this is the result of fear towards different ways of life.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3636,So the EU must become a Border Patrol? Doesn't that undermine the whole idea of our European Union as an inclusive and open society?,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2712,"If they register to vote they should be allowed to vote, like everyone else.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4651,Migrants are skilled and experienced. They often integrate better than natives.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7923,"Islam is a religion of peace, what more do you need me to say?",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,192,"The HIV AIDS epidemic in the 80's disproportionately affected the LGBT community but today HIV is easily dealt with with medication which makes it untransmitable and undetectable. It's also not very common, in gay or straight people.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3599,Among the 1.1 million immigrants who entered the US in 1990 there were also a lot of skilled workers who contributed a lot to the development of our society.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4387,Is it annoying to you? Why?,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4699,"Voting is a right for all citizens, regardless of gender, religion, or sexual preference.Aren't your antiquated assertions just our of place in comptemporary society?",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3678,"The idea that the West has been ""infiltrated by Muslims"" is a myth. The overwhelming majority of the world's Muslims are peaceful and helpful people.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8148,"Muslims are not at all like those people who did terrorist attacks. Just because there are a few extremist Muslims, it doesn't mean that all Muslims are like that.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,509,"Even in 2016, the year with the peak of 119,000 arrivals, the number of migrants compared to Italians was very low. Speaking of ethnic substitution seems a little exaggerated.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3553,"This depends on whether you consider gender identity and sexual orientation to be factual or not; it isn't simply an 'idea' or 'belief', but a fact of life.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4455,"What is the point in talking about ""power"" when everyone is equally susceptible to it? It is about time we started talking about racism and how power is used, instead.",POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3671,"Islam is a religion of peace, and peaceful coexistence is the main value of European countries, which is why they are called 'civilised'.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2642,"Jews constitute only a small minority of the heads of Fortune 500 companies, how are they supposed to control the world ecomony?",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,3929,You seem to be confused about the definition of a 'civilised society'. How are you going to manage a society where so many people would be excluded just because of their sexuality?,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2458,There is no evidence that Africans are any less proud of their past than people from other countries.,POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6439,"People often migrate as a last resort to escape from dangerous situations in their countries of origin (violence, torture, rape...). Maybe they seem ""happy-go-lucky"" because they're glad to be alive and safe.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1802,Why do you think child rapists are not counteracted in Islamic communities?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7232,"Islam is not a sickness but a religion that preaches equality and peace, it's the hate Muslims encouter that make it difficult for them to integrate. We should change our attitude and accept them.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7649,I don't understand why women are always told what they have to do. Women are humans with rights that need to be respected.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,8204,"Thats not a good argument. Migrants contribute a lot to our country, they create jobs, pay taxes, raise new generations...helping them will also help us in return.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4409,"Yes, there is ample evidence. There are concentration camps that you can visit, 6 million dead people and the families they left behind. Do you really want to deny something with so much evidence backing it up?",['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,789,From your spiel about 'Moslems' it seems you have not mastered the art of spelling.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5074,"I mean, Islam is really about love not hate",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,743,"Muslims have been part of Western society for centuries and centuries, they helped shape and design Western society, so to say they are incompatible is a complete incongruity.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7189,Black people are disadvantaged in their rights and I don't think it's bad that they want to be equal to the other citizens.,['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,28,"A few...last year, the event live-stream had 430,000 viewers and the MOBO YouTube channel attracted 2.6 million views from December 7-15.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3744,I don't think it is a problem to give a life-saving job that is currently vacant to immigrants.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,516,"The trailer parks should really be a temporary and emergency solution, but then they become stable over time and are the only possibility of accommodation for them even if they would like to live, like all of us, in adequate housing.",other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,836,The Koran does not command this.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,538,Why do you think it is a crime to be gay? It is a societal disorder to target gays.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2105,You shouldn't make such unfair generalizations. A person's sexual orientation is completely independent of their sexual conduct. A person can be attracted to people of the same sex and be a good citizen.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6451,"Islam is a religion, and to suggest that Islam is not compatible with civilization is just crazy.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2233,"They are not incompatible if you understand what ""tolerant and diverse Britain"" means. There are Muslims in our country and we should be able to live side by side as equals, regardless of religion.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4186,Most migrants are workers who have contributed to our country. To refer to them as thieves just perpetuates division and makes them feel like second class citizens.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3284,"I'm not sure why you would choose to put your faith in a man either. It seems to me that you would do well to put your faith in an expert, regardless of gender.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3170,"The English language is a very powerful language for spreading knowledge, experience and love. Why should we use it to spread hate?",POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,845,"Climate change makes us less safe, how does immigration threaten safety?",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8198,"How is that greedy? Having a preference for who you love is not greedy, its the fact that youre attracted to someone else.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1550,"Just because they are Jewish, it does not mean they are bad people.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7186,"Feminism is about equality between the sexes, which is far from deadly and oppressing.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4689,"Not according to the law, but many fields are still not welcoming to women, especially STEM.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,2822,Your statement implies that all gays are diseased. Do you have any statistics on that?,LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1307,"If living witnesses are not enough, and you are interested in seeing the proof of this part of socially acknowledged history you can visit the ruins of the concentration camps, where many atrocities have been put into practice.",JEWS,0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,3904,What do you mean by migrants causing the crisis?,MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4117,"This is not true. In reality, they want to live in a country where they can work and provide for their families, and this is why we should treat them as humans: they must be respected with basic human rights.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,3185,Does this mean they have no identity or no value at all?,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,3532,"There is no evidence that terrorists are entering through the Mexican border. In 2014, Homeland Security noted that the suggestion that individuals that have ties to ISIL have been apprehended at the southwest border is categorically false, and not supported by any credible intelligence or facts on the ground. Also, according to another 2017 report by the Bureau of Counterterrorism Counterterrorism cooperation between the Mexican and U.S. governments remained strong. There are no known international terrorist organizations operating in Mexico, no evidence that any terrorist group has targeted U.S. citizens in Mexican territory, and no credible information that any member of a terrorist group has traveled through Mexico to gain access to the United States. In fact, the vast majority of those linked to terrorism since 2002 are U.S. citizens.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4769,"Actually, about 1 million American Jews live in low-income households. So you're not telling the truth: many Jews live in poverty and this happens all over the world.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,8104,"This woman is a person! She has rights as one, you can't just yell at her because you like her, it's offensive.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4041,Why is it so insulting?,['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,4077,"Many countries have had different ethnic groups for a very long time without big issues, and it is better to have a diverse society rather than a homogeneous one.",POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4807,"Those words are harmful, can't you see? A witch hunt wouldn't be acceptable in a democractic society.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7639,"I think you need to read more articles about British migrants. Some are probably just trying to make up stories to stir up attention to justify their persecution, but they're still a minority here.","['MIGRANTS', 'MUSLIMS']",1,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7019,"Women are human beings with values, not pricks. Morals is not determined by gender but by individuals.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,597,"Although Jews have often been criticized for an alleged secret conspiracy, Jews are, in fact, a diverse and inclusive people, and the notion of a conspiracy of this kind is entirely without merit.",['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,1771,"The persecution of the Gypsies goes back many hundreds of years and is not in anyone's interest, especially not our country.",other,0,0,0,0,0,0,1.0,0.0
DIALO_CONAN_Counterspeech,666,"Like many groups in our society, Jews are affected by racism and discrimination. The idea that Americans have been controlled by Jews is simply untrue.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,2849,"Gay people can feel alienated from the world, and this can have real effects on their mental health. LGBT+ people can experience isolation and loneliness, and it is possible to help them through empathy and inclusion.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3140,In a democratic society there must be space for women. Don't you think so?,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,1477,"Jews have been part of the industry for a long time, and have been among the greatest innovators and investors, and this is something they should be praised for. Instead they are the victims of discrimination and exclusion.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5966,"Fgm is not exclusively Muslim. It is a cultural practice that is sometimes justified as something religious, but not all Muslims practice it, and the ones who do aren't all Muslims.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3045,Hate can not be a reaction to someone's sexuality. The fact that someone may be gay is their own business and does not mean that they are disgusting.,LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1932,"Muslims are different, with different values, different beliefs and different ways of life. This does not justify hate though.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6980,"The issue of gay people is not their sexuality, but the fact that they're not accepted in society as they should.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2861,"Many Muslims live in the UK and have contributed greatly to our society, both financially and socially. Why shouldn't they be welcome?",other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,2886,"Muslims have always been part of our society, and they are increasingly part of our country. They are our brothers and sisters, and we should respect their rights as much as ours.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6678,What you are saying is that women are not equal in their rights and shouldn't have equal rights? I'm sorry but this is completely wrong and unacceptable.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,5196,Compassion and empathy are useful to any civilization.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,2109,"Homosexuality is a sexual orientation, predjudice is sickness which afflicts society.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2942,"Every single religion has a political wing, from Unitarianism, through Buddhism, and, of course, Judaism.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6841,"You can't blame them for the problems our society faces. What you're saying is that they don't deserve human rights, but this is far from the truth. We have to respect their rights like we would do with anyone else.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7978,"Because there are still people that find it ""disgusting"" that homosexuals are allowed to live their lives, which is obviously wrong and goes against the human rights of LGBT people.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5115,"Since immigration plays an important role in the UK economy and contributes positively to the GDP, I would say that immigrants are not a burden to the country.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,403,"Yes, theres corruption in government, banking etc but what has this got to do with Zionists?",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,481,"If you put 1000 men on an island with 1000 cisgender women with reproductive health conditions that prevent them from getting pregnant, the population would still become extinct in a generation. Are you saying women who can't have children aren't women?",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5384,"Given that Muslims live peacefully in our societies, I would not say that they have no place here.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
