Dataset,Row ID,Hate_Speech,Counter_Speech,Target,Target_2
CONAN,2387,All muslim women are stupid: we should not be influenced by them.,"Perhaps if you listened, you'd realise just how uninformed you sound.",Islamophobia,generic
CONAN,2388,What is the point in listening to Muslim women? They are all retarded.,"[gif of someone laughing] If Islamophobia is getting this weak, perhaps we have nothing to worry about.",Islamophobia,generic
CONAN,2389,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"[gif of someone laughing] If Islamophobia is getting this weak, perhaps we have nothing to worry about.",Islamophobia,generic
CONAN,2390,All muslim women are stupid: we should not be influenced by them.,"[gif of someone laughing] If Islamophobia is getting this weak, perhaps we have nothing to worry about.",Islamophobia,generic
CONAN,2391,What is the point in listening to Muslim women? They are all retarded.,"You decide whether or not people are intelligent based on their religion? Well, this is not a way forward.",Islamophobia,generic
CONAN,2392,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"You decide whether or not people are intelligent based on their religion? Well, this is not a way forward.",Islamophobia,generic
CONAN,2393,All muslim women are stupid: we should not be influenced by them.,"You decide whether or not people are intelligent based on their religion? Well, this is not a way forward.",Islamophobia,generic
CONAN,2394,What is the point in listening to Muslim women? They are all retarded.,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",Islamophobia,generic
CONAN,2395,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",Islamophobia,generic
CONAN,2396,All muslim women are stupid: we should not be influenced by them.,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",Islamophobia,generic
CONAN,2397,What is the point in listening to Muslim women? They are all retarded.,What is the point in listening to Western men? They are all Islamophobic and generalise narrow minded opinions to entire genders and religions.,Islamophobia,generic
CONAN,2398,I do not really understand why I should listen to Muslim women. They are evidently dumb.,What is the point in listening to Western men? They are all Islamophobic and generalise narrow minded opinions to entire genders and religions.,Islamophobia,generic
CONAN,2399,All muslim women are stupid: we should not be influenced by them.,What is the point in listening to Western men? They are all Islamophobic and generalise narrow minded opinions to entire genders and religions.,Islamophobia,generic
CONAN,2400,What is the point in listening to Muslim women? They are all retarded.,So how come I met so many intelligent and smart Muslim women then? I think you should not be so quick to judge.,Islamophobia,generic
CONAN,2401,I do not really understand why I should listen to Muslim women. They are evidently dumb.,So how come I met so many intelligent and smart Muslim women then? I think you should not be so quick to judge.,Islamophobia,generic
CONAN,2402,All muslim women are stupid: we should not be influenced by them.,So how come I met so many intelligent and smart Muslim women then? I think you should not be so quick to judge.,Islamophobia,generic
CONAN,2403,What is the point in listening to Muslim women? They are all retarded.,"That is quite a big generalisation, and obviously a false and discriminatory one too.",Islamophobia,generic
CONAN,2404,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"That is quite a big generalisation, and obviously a false and discriminatory one too.",Islamophobia,generic
CONAN,2405,All muslim women are stupid: we should not be influenced by them.,"That is quite a big generalisation, and obviously a false and discriminatory one too.",Islamophobia,generic
CONAN,2406,What is the point in listening to Muslim women? They are all retarded.,Not sure how far dismissing 10% of the world's population will get us.,Islamophobia,generic
CONAN,2407,I do not really understand why I should listen to Muslim women. They are evidently dumb.,Not sure how far dismissing 10% of the world's population will get us.,Islamophobia,generic
CONAN,2408,All muslim women are stupid: we should not be influenced by them.,Not sure how far dismissing 10% of the world's population will get us.,Islamophobia,generic
CONAN,2409,What is the point in listening to Muslim women? They are all retarded.,Grow up.,Islamophobia,generic
CONAN,2410,I do not really understand why I should listen to Muslim women. They are evidently dumb.,Grow up.,Islamophobia,generic
CONAN,2411,All muslim women are stupid: we should not be influenced by them.,Grow up.,Islamophobia,generic
CONAN,2412,What is the point in listening to Muslim women? They are all retarded.,Sounds like thinly veiled sexism to me.,Islamophobia,generic
CONAN,2413,I do not really understand why I should listen to Muslim women. They are evidently dumb.,Sounds like thinly veiled sexism to me.,Islamophobia,generic
CONAN,2414,All muslim women are stupid: we should not be influenced by them.,Sounds like thinly veiled sexism to me.,Islamophobia,generic
CONAN,2415,What is the point in listening to Muslim women? They are all retarded.,List of famous Muslim females.,Islamophobia,generic
CONAN,2416,I do not really understand why I should listen to Muslim women. They are evidently dumb.,List of famous Muslim females.,Islamophobia,generic
CONAN,2417,All muslim women are stupid: we should not be influenced by them.,List of famous Muslim females.,Islamophobia,generic
CONAN,2418,What is the point in listening to Muslim women? They are all retarded.,"Wow! Offending Muslims, women, and disabled people, all in one tweet? What is made you so angry?",Islamophobia,generic
CONAN,2419,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"Wow! Offending Muslims, women, and disabled people, all in one tweet? What is made you so angry?",Islamophobia,generic
CONAN,2420,All muslim women are stupid: we should not be influenced by them.,"Wow! Offending Muslims, women, and disabled people, all in one tweet? What is made you so angry?",Islamophobia,generic
CONAN,2421,What is the point in listening to Muslim women? They are all retarded.,What is the point in listening? Maybe because they actually have something good to say?,Islamophobia,generic
CONAN,2422,I do not really understand why I should listen to Muslim women. They are evidently dumb.,What is the point in listening? Maybe because they actually have something good to say?,Islamophobia,generic
CONAN,2423,All muslim women are stupid: we should not be influenced by them.,What is the point in listening? Maybe because they actually have something good to say?,Islamophobia,generic
CONAN,2424,What is the point in listening to Muslim women? They are all retarded.,Don't use offensive language and you are literally saying do not listen to hundreds of millions of people of all walks of life.,Islamophobia,generic
CONAN,2425,I do not really understand why I should listen to Muslim women. They are evidently dumb.,Don't use offensive language and you are literally saying do not listen to hundreds of millions of people of all walks of life.,Islamophobia,generic
CONAN,2426,All muslim women are stupid: we should not be influenced by them.,Don't use offensive language and you are literally saying do not listen to hundreds of millions of people of all walks of life.,Islamophobia,generic
CONAN,2427,What is the point in listening to Muslim women? They are all retarded.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance.",Islamophobia,generic
CONAN,2428,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance.",Islamophobia,generic
CONAN,2429,All muslim women are stupid: we should not be influenced by them.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance.",Islamophobia,generic
CONAN,2430,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.","Are you accusing all the Britain Muslims of antisemitism? I disagree, from my experience they are just usual people who do not show their hate towards anybody, they just live their lives.",Islamophobia,generic
CONAN,2431,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,"Are you accusing all the Britain Muslims of antisemitism? I disagree, from my experience they are just usual people who do not show their hate towards anybody, they just live their lives.",Islamophobia,generic
CONAN,2432,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,"Are you accusing all the Britain Muslims of antisemitism? I disagree, from my experience they are just usual people who do not show their hate towards anybody, they just live their lives.",Islamophobia,generic
CONAN,2433,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.","I do not think Muslims constitute the major fraction of our society. Thus, I do not think the labour party is biased towarda them.",Islamophobia,generic
CONAN,2434,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,"I do not think Muslims constitute the major fraction of our society. Thus, I do not think the labour party is biased towarda them.",Islamophobia,generic
CONAN,2435,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,"I do not think Muslims constitute the major fraction of our society. Thus, I do not think the labour party is biased towarda them.",Islamophobia,generic
CONAN,2436,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Evidence? All hatred is wrong and must be countered.,Islamophobia,generic
CONAN,2437,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,Evidence? All hatred is wrong and must be countered.,Islamophobia,generic
CONAN,2438,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,Evidence? All hatred is wrong and must be countered.,Islamophobia,generic
CONAN,2439,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Do you know the numbers of the votes of Britain Muslims?,Islamophobia,generic
CONAN,2440,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,Do you know the numbers of the votes of Britain Muslims?,Islamophobia,generic
CONAN,2441,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,Do you know the numbers of the votes of Britain Muslims?,Islamophobia,generic
CONAN,2442,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Britain Muslims means they are Britishes who enjoy the right covered by the Act. It is logical that labour party should consider their right and voice as well.,Islamophobia,generic
CONAN,2443,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,Britain Muslims means they are Britishes who enjoy the right covered by the Act. It is logical that labour party should consider their right and voice as well.,Islamophobia,generic
CONAN,2444,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,Britain Muslims means they are Britishes who enjoy the right covered by the Act. It is logical that labour party should consider their right and voice as well.,Islamophobia,generic
CONAN,2445,Islam is a plague infecting our planet.,A religion followed by 1.6 billion people is not a plague.,Islamophobia,generic
CONAN,2446,Muslims are contaminating our world.,A religion followed by 1.6 billion people is not a plague.,Islamophobia,generic
CONAN,2447,Islam is a disease that infects our planet.,A religion followed by 1.6 billion people is not a plague.,Islamophobia,generic
CONAN,2448,Islam is a plague infecting our planet.,It is just a religion like Christianity or any other. Get over it.,Islamophobia,generic
CONAN,2449,Muslims are contaminating our world.,It is just a religion like Christianity or any other. Get over it.,Islamophobia,generic
CONAN,2450,Islam is a disease that infects our planet.,It is just a religion like Christianity or any other. Get over it.,Islamophobia,generic
CONAN,2451,Islam is a plague infecting our planet.,Do you mean Islam is positively infecting our planet?,Islamophobia,generic
CONAN,2452,Muslims are contaminating our world.,Do you mean Islam is positively infecting our planet?,Islamophobia,generic
CONAN,2453,Islam is a disease that infects our planet.,Do you mean Islam is positively infecting our planet?,Islamophobia,generic
CONAN,2454,Islam is a plague infecting our planet.,Hatred and intolerance are the only thing plaguing our planet.,Islamophobia,generic
CONAN,2455,Muslims are contaminating our world.,Hatred and intolerance are the only thing plaguing our planet.,Islamophobia,generic
CONAN,2456,Islam is a disease that infects our planet.,Hatred and intolerance are the only thing plaguing our planet.,Islamophobia,generic
CONAN,2457,Islam is a plague infecting our planet.,Dare to explain why? I see people from this religion to be valuable members of our society like the rest of us.,Islamophobia,generic
CONAN,2458,Muslims are contaminating our world.,Dare to explain why? I see people from this religion to be valuable members of our society like the rest of us.,Islamophobia,generic
CONAN,2459,Islam is a disease that infects our planet.,Dare to explain why? I see people from this religion to be valuable members of our society like the rest of us.,Islamophobia,generic
CONAN,2460,Islam is a plague infecting our planet.,List of positive news stories re islam/muslims.,Islamophobia,generic
CONAN,2461,Muslims are contaminating our world.,List of positive news stories re islam/muslims.,Islamophobia,generic
CONAN,2462,Islam is a disease that infects our planet.,List of positive news stories re islam/muslims.,Islamophobia,generic
CONAN,2463,Islam is a plague infecting our planet.,Replace islam with any other religion and see just how deeply offensive what you just said is.,Islamophobia,generic
CONAN,2464,Muslims are contaminating our world.,Replace islam with any other religion and see just how deeply offensive what you just said is.,Islamophobia,generic
CONAN,2465,Islam is a disease that infects our planet.,Replace islam with any other religion and see just how deeply offensive what you just said is.,Islamophobia,generic
CONAN,2466,Islam is a plague infecting our planet.,Clearly there is so much we can learn from different religions and cultures.Why so negative?,Islamophobia,generic
CONAN,2467,Muslims are contaminating our world.,Clearly there is so much we can learn from different religions and cultures.Why so negative?,Islamophobia,generic
CONAN,2468,Islam is a disease that infects our planet.,Clearly there is so much we can learn from different religions and cultures.Why so negative?,Islamophobia,generic
CONAN,2469,Islam is the cancer of the world and need to be surgically removed.,Actually 26% of British doctors who are Asian or British/Asian are helping to fight cancer.,Islamophobia,generic
CONAN,2470,Islam is comparable to a disease to eliminate.,Actually 26% of British doctors who are Asian or British/Asian are helping to fight cancer.,Islamophobia,generic
CONAN,2471,Islam is the illness of the world and must be cured with antibiotics.,Actually 26% of British doctors who are Asian or British/Asian are helping to fight cancer.,Islamophobia,generic
CONAN,2472,Islam is the cancer of the world and need to be surgically removed.,Please check this [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research],Islamophobia,generic
CONAN,2473,Islam is comparable to a disease to eliminate.,Please check this [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research],Islamophobia,generic
CONAN,2474,Islam is the illness of the world and must be cured with antibiotics.,Please check this [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research],Islamophobia,generic
CONAN,2475,Islam is the cancer of the world and need to be surgically removed.,An entire faith of 1.6 billion people is not a cancer.,Islamophobia,generic
CONAN,2476,Islam is comparable to a disease to eliminate.,An entire faith of 1.6 billion people is not a cancer.,Islamophobia,generic
CONAN,2477,Islam is the illness of the world and must be cured with antibiotics.,An entire faith of 1.6 billion people is not a cancer.,Islamophobia,generic
CONAN,2478,Islam is the cancer of the world and need to be surgically removed.,What is truly cancerous is hatred towards an entire faith.,Islamophobia,generic
CONAN,2479,Islam is comparable to a disease to eliminate.,What is truly cancerous is hatred towards an entire faith.,Islamophobia,generic
CONAN,2480,Islam is the illness of the world and must be cured with antibiotics.,What is truly cancerous is hatred towards an entire faith.,Islamophobia,generic
CONAN,2481,Islam is the cancer of the world and need to be surgically removed.,We would live in a much better world if intolerance was removed instead.,Islamophobia,generic
CONAN,2482,Islam is comparable to a disease to eliminate.,We would live in a much better world if intolerance was removed instead.,Islamophobia,generic
CONAN,2483,Islam is the illness of the world and must be cured with antibiotics.,We would live in a much better world if intolerance was removed instead.,Islamophobia,generic
CONAN,2484,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.","Eradicate these pests' sounds like quite a dehumanising threat. Maybe we should stop your benefits, free housing, and national health service. It might be the only language you will understand, to stop you from being so discriminatory.",Islamophobia,generic
CONAN,2485,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,"Eradicate these pests' sounds like quite a dehumanising threat. Maybe we should stop your benefits, free housing, and national health service. It might be the only language you will understand, to stop you from being so discriminatory.",Islamophobia,generic
CONAN,2486,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.","Eradicate these pests' sounds like quite a dehumanising threat. Maybe we should stop your benefits, free housing, and national health service. It might be the only language you will understand, to stop you from being so discriminatory.",Islamophobia,generic
CONAN,2487,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.","26% of all doctors working in the NHS are Asian or Asian British, you want to bar them from accessing the service they keep running 24hrs a day?",Islamophobia,generic
CONAN,2488,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,"26% of all doctors working in the NHS are Asian or Asian British, you want to bar them from accessing the service they keep running 24hrs a day?",Islamophobia,generic
CONAN,2489,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.","26% of all doctors working in the NHS are Asian or Asian British, you want to bar them from accessing the service they keep running 24hrs a day?",Islamophobia,generic
CONAN,2490,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.","Bit of a generalisation that, isn't it? If you cannot see that most Muslims contribute positively to the UK, you need to do a quick google search I think.",Islamophobia,generic
CONAN,2491,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,"Bit of a generalisation that, isn't it? If you cannot see that most Muslims contribute positively to the UK, you need to do a quick google search I think.",Islamophobia,generic
CONAN,2492,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.","Bit of a generalisation that, isn't it? If you cannot see that most Muslims contribute positively to the UK, you need to do a quick google search I think.",Islamophobia,generic
CONAN,2493,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",Did history teach you nothing? How can you say this about an entire group of people?,Islamophobia,generic
CONAN,2494,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,Did history teach you nothing? How can you say this about an entire group of people?,Islamophobia,generic
CONAN,2495,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.",Did history teach you nothing? How can you say this about an entire group of people?,Islamophobia,generic
CONAN,2496,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",These people are actually subject to a harsh punitive system.,Islamophobia,generic
CONAN,2497,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,These people are actually subject to a harsh punitive system.,Islamophobia,generic
CONAN,2498,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.",These people are actually subject to a harsh punitive system.,Islamophobia,generic
CONAN,2499,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",Muslims are no more likely to be reliant on benefits or social housing than the non-Muslim British population. Stop trying to depict Muslims as a drain on our national resources and try and consider the positive contributions they make.,Islamophobia,generic
CONAN,2500,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,Muslims are no more likely to be reliant on benefits or social housing than the non-Muslim British population. Stop trying to depict Muslims as a drain on our national resources and try and consider the positive contributions they make.,Islamophobia,generic
CONAN,2501,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.",Muslims are no more likely to be reliant on benefits or social housing than the non-Muslim British population. Stop trying to depict Muslims as a drain on our national resources and try and consider the positive contributions they make.,Islamophobia,generic
CONAN,2502,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.","Where exactly do you put people you remove from the UK, when they are from the UK?",Islamophobia,generic
CONAN,2503,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,"Where exactly do you put people you remove from the UK, when they are from the UK?",Islamophobia,generic
CONAN,2504,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.","Where exactly do you put people you remove from the UK, when they are from the UK?",Islamophobia,generic
CONAN,2505,"Muslims, if they cannot assimilate, they should emigrate.",95% of British Muslims feel a loyalty to the UK and contribute over 31 billion pounds to the UK economy. They look like a valuable part of the community to me. (statistics from MEND.org.uk),Islamophobia,generic
CONAN,2506,"If they do not adapt to our culture, they can go away.",95% of British Muslims feel a loyalty to the UK and contribute over 31 billion pounds to the UK economy. They look like a valuable part of the community to me. (statistics from MEND.org.uk),Islamophobia,generic
CONAN,2507,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",95% of British Muslims feel a loyalty to the UK and contribute over 31 billion pounds to the UK economy. They look like a valuable part of the community to me. (statistics from MEND.org.uk),Islamophobia,generic
CONAN,2508,"Muslims, if they cannot assimilate, they should emigrate.","One of the biggest barriers to assimilation is intolerance like this. Maybe if you made Muslims feel more welcome, they would?",Islamophobia,generic
CONAN,2509,"If they do not adapt to our culture, they can go away.","One of the biggest barriers to assimilation is intolerance like this. Maybe if you made Muslims feel more welcome, they would?",Islamophobia,generic
CONAN,2510,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.","One of the biggest barriers to assimilation is intolerance like this. Maybe if you made Muslims feel more welcome, they would?",Islamophobia,generic
CONAN,2511,"Muslims, if they cannot assimilate, they should emigrate.",Many groups of people feel excluded for many reasons and should be supported.,Islamophobia,generic
CONAN,2512,"If they do not adapt to our culture, they can go away.",Many groups of people feel excluded for many reasons and should be supported.,Islamophobia,generic
CONAN,2513,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",Many groups of people feel excluded for many reasons and should be supported.,Islamophobia,generic
CONAN,2514,"Muslims, if they cannot assimilate, they should emigrate.",Maybe you are the one that needs to assimilate to living in a multicultural society with people who are different from you?,Islamophobia,generic
CONAN,2515,"If they do not adapt to our culture, they can go away.",Maybe you are the one that needs to assimilate to living in a multicultural society with people who are different from you?,Islamophobia,generic
CONAN,2516,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",Maybe you are the one that needs to assimilate to living in a multicultural society with people who are different from you?,Islamophobia,generic
CONAN,2517,"Muslims, if they cannot assimilate, they should emigrate.",A nation where everyone is the same sounds like a nation of robots to me.,Islamophobia,generic
CONAN,2518,"If they do not adapt to our culture, they can go away.",A nation where everyone is the same sounds like a nation of robots to me.,Islamophobia,generic
CONAN,2519,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",A nation where everyone is the same sounds like a nation of robots to me.,Islamophobia,generic
CONAN,2520,"Muslims, if they cannot assimilate, they should emigrate.",What if somebody is UK citizen and muslim?,Islamophobia,generic
CONAN,2521,"If they do not adapt to our culture, they can go away.",What if somebody is UK citizen and muslim?,Islamophobia,generic
CONAN,2522,"Our culture elements must be learned by the Muslims. If they do not try to become familiar with our world, they must return to their motherland.",What if somebody is UK citizen and muslim?,Islamophobia,generic
CONAN,2523,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.,Islamophobia,generic
CONAN,2524,To solve all our problems it is enough to burn down mosques and the Koran.,That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.,Islamophobia,generic
CONAN,2525,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",That intolerance and hatred is one of the biggest problems our country faces #spreadlovenothate.,Islamophobia,generic
CONAN,2526,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'.",Islamophobia,generic
CONAN,2527,To solve all our problems it is enough to burn down mosques and the Koran.,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'.",Islamophobia,generic
CONAN,2528,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","And so Ghandi said, ' An eye for an eye makes the whole world blind.'.",Islamophobia,generic
CONAN,2529,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.,Islamophobia,generic
CONAN,2530,To solve all our problems it is enough to burn down mosques and the Koran.,How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.,Islamophobia,generic
CONAN,2531,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.,Islamophobia,generic
CONAN,2532,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Having a mosque built down the road is causing you problems? Really?,Islamophobia,generic
CONAN,2533,To solve all our problems it is enough to burn down mosques and the Koran.,Having a mosque built down the road is causing you problems? Really?,Islamophobia,generic
CONAN,2534,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Having a mosque built down the road is causing you problems? Really?,Islamophobia,generic
CONAN,2535,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,It would not solve the hate and persecution that plagues these comments.,Islamophobia,generic
CONAN,2536,To solve all our problems it is enough to burn down mosques and the Koran.,It would not solve the hate and persecution that plagues these comments.,Islamophobia,generic
CONAN,2537,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",It would not solve the hate and persecution that plagues these comments.,Islamophobia,generic
CONAN,2538,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Say this about any other faith and you will see how deeply offensive this is.,Islamophobia,generic
CONAN,2539,To solve all our problems it is enough to burn down mosques and the Koran.,Say this about any other faith and you will see how deeply offensive this is.,Islamophobia,generic
CONAN,2540,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Say this about any other faith and you will see how deeply offensive this is.,Islamophobia,generic
CONAN,2541,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,What type of problems will this solve?,Islamophobia,generic
CONAN,2542,To solve all our problems it is enough to burn down mosques and the Koran.,What type of problems will this solve?,Islamophobia,generic
CONAN,2543,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",What type of problems will this solve?,Islamophobia,generic
CONAN,2544,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Is this actually a way forward? I do not think that religious practice is responsible for bad behaviour of some people. Clearly there are other motivations for this type of behaviour.,Islamophobia,generic
CONAN,2545,To solve all our problems it is enough to burn down mosques and the Koran.,Is this actually a way forward? I do not think that religious practice is responsible for bad behaviour of some people. Clearly there are other motivations for this type of behaviour.,Islamophobia,generic
CONAN,2546,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Is this actually a way forward? I do not think that religious practice is responsible for bad behaviour of some people. Clearly there are other motivations for this type of behaviour.,Islamophobia,generic
CONAN,2547,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"Yes, that is a great 'civilized' way to maintain your 'civilized' country from these terrible 'uncivilized' people.",Islamophobia,generic
CONAN,2548,To solve all our problems it is enough to burn down mosques and the Koran.,"Yes, that is a great 'civilized' way to maintain your 'civilized' country from these terrible 'uncivilized' people.",Islamophobia,generic
CONAN,2549,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","Yes, that is a great 'civilized' way to maintain your 'civilized' country from these terrible 'uncivilized' people.",Islamophobia,generic
CONAN,2550,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"Though looking at your tweet, I am think what is left would be worse.",Islamophobia,generic
CONAN,2551,To solve all our problems it is enough to burn down mosques and the Koran.,"Though looking at your tweet, I am think what is left would be worse.",Islamophobia,generic
CONAN,2552,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","Though looking at your tweet, I am think what is left would be worse.",Islamophobia,generic
CONAN,2553,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,Once you burn books you burn people. Has history taught you nothing?,Islamophobia,generic
CONAN,2554,To solve all our problems it is enough to burn down mosques and the Koran.,Once you burn books you burn people. Has history taught you nothing?,Islamophobia,generic
CONAN,2555,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Once you burn books you burn people. Has history taught you nothing?,Islamophobia,generic
CONAN,2556,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,That sounds a lot like terrorism to me.,Islamophobia,generic
CONAN,2557,To solve all our problems it is enough to burn down mosques and the Koran.,That sounds a lot like terrorism to me.,Islamophobia,generic
CONAN,2558,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",That sounds a lot like terrorism to me.,Islamophobia,generic
CONAN,2559,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?",Islamophobia,generic
CONAN,2560,To solve all our problems it is enough to burn down mosques and the Koran.,"Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?",Islamophobia,generic
CONAN,2561,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?",Islamophobia,generic
CONAN,2562,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"How will being angry and violent towards members your own community, who add so much, solve said communities issues?",Islamophobia,generic
